city,district,street,rooms,size,level,max_levels,floor_state,price_m2,price,lat,lng
Tashkent,Mirzo Ulug‘bek, Аккурган,3,70.0,4,4,oxirgi qavat,1071,75000,41.322142,69.303611
Tashkent,Chilonzor, Чиланзар 17-й квартал,1,37.0,1,4,1-qavat,716,26500,41.271386,69.1961168
Tashkent,Olmazor, Чимбой,2,69.0,3,9,o'rta qavat,591,40795,41.3645355,69.2281531
Tashkent,Yunusobod, Минор,4,84.0,3,4,o'rta qavat,869,73000,41.3298867,69.2803036
Tashkent,Olmazor, Каракамыш квартал 1/3,3,69.33,2,4,o'rta qavat,663,46000,41.2847707,69.2288981
Tashkent,Olmazor, Бешкурган 2-й квартал,4,86.0,1,5,1-qavat,662,57000,41.3693776,69.1986902
Tashkent,Chilonzor, Чиланзар 8-й квартал,2,48.0,2,4,o'rta qavat,916,44000,41.2894422,69.2058023
Tashkent,Mirzo Ulug‘bek, Олой,1,42.0,2,4,o'rta qavat,1476,62000,41.3171406,69.2892434
Tashkent,Yakkasaroy, Шота Руставели,3,105.0,1,8,1-qavat,1066,112000,41.2911414,69.2601933
Tashkent,Yunusobod, Кашкар,3,80.0,1,10,1-qavat,1125,90000,41.3197131,69.2773236
Tashkent,Yakkasaroy, Абдуллы Каххара,3,80.0,1,10,1-qavat,1125,90000,41.2789896,69.2616233
Tashkent,Yunusobod, Киёт,2,54.0,2,4,o'rta qavat,1074,58000,41.3245206,69.2773236
Tashkent,Yakkasaroy, Бобур,3,75.0,3,9,o'rta qavat,706,53000,41.2818558,69.2552666
Tashkent,Shayxontohur, Бешагач,2,55.0,3,4,o'rta qavat,781,43000,41.2834892,69.2665263
Tashkent,Yakkasaroy, Кушбеги,1,27.0,3,3,oxirgi qavat,722,19500,41.2673079,69.2415634
Tashkent,Olmazor, Университет,2,50.0,1,9,1-qavat,740,37000,41.3476118,69.2070187
Tashkent,Olmazor, Каракамыш-2/3,2,58.0,2,9,o'rta qavat,586,34000,41.3597078,69.2094809
Tashkent,Mirzo Ulug‘bek, Авайхон,2,45.0,3,3,oxirgi qavat,577,26000,41.3129727,69.3438785
Tashkent,Yunusobod, Уч Кахрамон,1,45.0,5,5,oxirgi qavat,533,24000,41.3753451,69.2798373
Tashkent,Yashnobod, Гузал,2,58.0,3,3,oxirgi qavat,637,37000,41.286283,69.3235123
Tashkent,Mirzo Ulug‘bek, 1-й проезд Алпамыш,3,74.0,4,4,oxirgi qavat,689,51000,41.3292204,69.3473509
Tashkent,Mirzo Ulug‘bek, ц-1 Буюк ипак йули (Ц-1) ,3,80.0,1,4,1-qavat,1225,98000,41.3104865,69.2922234
Tashkent,Yunusobod, ц-5 Киёт (Ц-5) ,4,110.0,3,9,o'rta qavat,800,88000,41.3245206,69.2773236
Tashkent,Mirobod, Фидокор (Чехова) ,3,70.0,2,4,o'rta qavat,857,60000,41.296644,69.275878
Tashkent,Uchtepa, Чиланзар 23-й квартал,4,80.0,5,5,oxirgi qavat,562,45000,41.2867929,69.1789807
Tashkent,Uchtepa, Гулистон,3,100.0,4,12,o'rta qavat,540,54000,41.2978921,69.1804708
Tashkent,Yakkasaroy, Бабура,4,110.0,3,10,o'rta qavat,663,73000,41.2818558,69.2552666
Tashkent,Yunusobod, Киёт,1,46.0,7,9,o'rta qavat,858,39500,41.3245206,69.2773236
Tashkent,Uchtepa, Чиланзар 14-й квартал,3,78.0,2,4,o'rta qavat,717,56000,41.2962523,69.1909015
Tashkent,Mirzo Ulug‘bek, Алтынтепа,2,48.0,3,3,oxirgi qavat,687,33000,41.3292204,69.3473509
Tashkent,Yunusobod, Юнусабад 2-й квартал,4,99.0,1,4,1-qavat,727,72000,41.3587493,69.2996732
Tashkent,Yakkasaroy, Яккасарой,1,29.0,9,9,oxirgi qavat,541,15714,41.2765672,69.2460335
Tashkent,Yakkasaroy, Тафаккур,2,65.0,2,9,o'rta qavat,807,52500,41.296195,69.262388
Tashkent,Mirzo Ulug‘bek, Буюк Ипак йули (Луначарское) ,2,50.0,1,5,1-qavat,1040,52000,41.314662,69.293391
Tashkent,Uchtepa, Чиланзар 26-й квартал,4,80.0,1,4,1-qavat,725,58000,41.2771751,69.1789807
Tashkent,Uchtepa, Чиланзар 25-й квартал,2,54.0,5,5,oxirgi qavat,555,30000,41.2797359,69.1670599
Tashkent,Uchtepa, Чиланзар 24-й квартал,3,90.0,2,5,o'rta qavat,722,65000,41.2814223,69.1760005
Tashkent,Uchtepa, Чиланзар 24-й квартал,2,50.0,4,4,oxirgi qavat,660,33000,41.2814223,69.1760005
Tashkent,Uchtepa, Чиланзар 15-й квартал,4,91.0,2,4,o'rta qavat,714,65000,41.2953086,69.182706
Tashkent,Mirobod, Куйлюк 4-й квартал,2,61.0,2,4,o'rta qavat,639,39000,41.2459142,69.307123
Tashkent,Yunusobod, Юнусабад 11-й квартал,3,101.0,8,9,o'rta qavat,1237,125000,41.3700057,69.2892434
Tashkent,Yashnobod, жилой комплекс Assalom,3,74.0,8,9,o'rta qavat,804,59500,41.3043723,69.3227629
Tashkent,Shayxontohur, Лабзак,3,72.0,2,9,o'rta qavat,819,58999,41.3267124,69.2601886
Tashkent,Yakkasaroy, Богибустон,3,65.5,2,4,o'rta qavat,928,60800,41.270004,69.228478
Tashkent,Mirzo Ulug‘bek, Карасу 6-й квартал,3,73.0,5,5,oxirgi qavat,534,39000,41.3292204,69.3473509
Tashkent,Yunusobod, Юнусабад 9-й квартал,2,60.0,4,5,o'rta qavat,616,37000,41.374408,69.2771853
Tashkent,Yashnobod, Чилонота,1,59.0,3,6,o'rta qavat,400,23600,41.2694532,69.3531692
Tashkent,Uchtepa, Чиланзар 24-й квартал,2,47.0,5,5,oxirgi qavat,680,32000,41.2814223,69.1760005
Tashkent,Uchtepa, Чиланзар 24-й квартал,4,80.0,1,5,1-qavat,875,70000,41.2814223,69.1760005
Tashkent,Uchtepa, Чиланзар 24-й квартал,4,80.0,5,5,oxirgi qavat,537,43000,41.2814223,69.1760005
Tashkent,Chilonzor, Чиланзар квартал Ц,2,42.0,4,5,o'rta qavat,678,28500,41.2798237,69.2058023
Tashkent,Uchtepa, Чиланзар 15-й квартал,1,42.0,2,5,o'rta qavat,666,28000,41.2953086,69.182706
Tashkent,Mirzo Ulug‘bek, Буз-1 (Буз базар) ,2,55.0,4,4,oxirgi qavat,636,35000,41.3215876,69.3230626
Tashkent,Yunusobod, Ахмада Дониша,2,50.0,4,4,oxirgi qavat,670,33500,41.3616967,69.2817965
Tashkent,Sergeli, Сергели-VII,1,44.0,5,7,o'rta qavat,659,29000,41.2135863,69.2257684
Tashkent,Shayxontohur, Бешагач,3,70.0,2,4,o'rta qavat,1000,70000,41.2834892,69.2665263
Tashkent,Yakkasaroy, Ракат,2,36.0,1,4,1-qavat,833,30000,41.2876117,69.2454228
Tashkent,Mirzo Ulug‘bek, Мирзо-Улугбекский район массив Феруза-2,2,52.0,1,5,1-qavat,596,31000,41.354643,69.363559
Tashkent,Yakkasaroy, Мукими,3,75.0,6,8,o'rta qavat,1533,115000,41.2885649,69.2290098
Tashkent,Mirzo Ulug‘bek, Феруза-1,2,50.0,3,4,o'rta qavat,800,40000,41.3550649,69.3585936
Tashkent,Shayxontohur, Лабзак,3,78.0,6,9,o'rta qavat,705,55000,41.3267124,69.2601886
Tashkent,Mirobod, Мироншаха,3,61.0,4,4,oxirgi qavat,983,60000,41.2846588,69.2743143
Tashkent,Uchtepa, Чиланзар 26-й квартал,2,48.0,5,5,oxirgi qavat,572,27500,41.2771751,69.1789807
Tashkent,Uchtepa, Чиланзар 26-й квартал,1,42.0,3,5,o'rta qavat,761,32000,41.2771751,69.1789807
Tashkent,Uchtepa, Чиланзар 25-й квартал,4,80.0,5,5,oxirgi qavat,600,48000,41.2797359,69.1670599
Tashkent,Uchtepa, Чиланзар 24-й квартал,2,42.0,1,4,1-qavat,761,32000,41.2814223,69.1760005
Tashkent,Yakkasaroy, Конституция,2,98.0,6,8,o'rta qavat,969,95000,41.2638329,69.2254764
Tashkent,Olmazor, Каракамыш квартал 1/3,3,70.0,3,4,o'rta qavat,585,41000,41.2847707,69.2288981
Tashkent,Yashnobod, жилой комплекс Green Park,3,75.0,4,9,o'rta qavat,826,62000,41.286283,69.3235123
Tashkent,Mirzo Ulug‘bek, Дархан,3,130.0,3,9,o'rta qavat,1192,155000,41.3200874,69.3013967
Tashkent,Mirobod, Нукус,4,120.0,1,4,1-qavat,1125,135000,41.2910722,69.2769129
Tashkent,Sergeli, Сергили 5 а,3,56.0,1,7,1-qavat,803,45000,41.2250464,69.2087824
Tashkent,Yunusobod, Юнусабад 8-й квартал,3,70.0,1,4,1-qavat,857,60000,41.3714709,69.2810486
Tashkent,Chilonzor, Чиланзар 19-й квартал,3,98.0,8,10,o'rta qavat,612,60000,41.2710841,69.1849411
Tashkent,Olmazor, Каракамыш квартал 1/2,5,100.0,4,4,oxirgi qavat,540,54000,41.357531,69.2356033
Tashkent,Mirobod, Нукус,4,121.0,5,9,o'rta qavat,950,115000,41.2910722,69.2769129
Tashkent,Yunusobod, Юнусабад 9-й квартал,2,58.0,4,5,o'rta qavat,577,33500,41.374408,69.2771853
Tashkent,Mirobod, Куйлюк 4-й квартал,4,92.0,2,5,o'rta qavat,597,55000,41.2459142,69.307123
Tashkent,Sergeli, Куйлюк 6-й квартал,3,80.0,8,9,o'rta qavat,512,41000,41.246917,69.2899884
Tashkent,Mirzo Ulug‘bek, Мирзо-Улугбекский район массив Феруза-2,3,72.0,4,4,oxirgi qavat,569,41000,41.354643,69.363559
Tashkent,Bektemir, Билола Нозима,1,41.0,2,2,oxirgi qavat,463,19000,41.236675,69.3413913
Tashkent,Olmazor, Бешкурган 2-й квартал,4,83.0,5,5,oxirgi qavat,481,40000,41.3693776,69.1986902
Tashkent,Yakkasaroy, Мирабад,3,72.0,3,4,o'rta qavat,1319,95000,41.2758912,69.2937133
Tashkent,Mirzo Ulug‘bek, Поселок Улугбек,3,60.0,4,4,oxirgi qavat,483,29000,41.4087377,69.4516388
Tashkent,Yakkasaroy, Кушбеги,3,76.0,5,9,o'rta qavat,572,43500,41.2673079,69.2415634
Tashkent,Yakkasaroy, Кушбеги,1,38.0,2,5,o'rta qavat,723,27500,41.2673079,69.2415634
Tashkent,Yakkasaroy, Кушбеги,2,58.0,5,5,oxirgi qavat,706,41000,41.2673079,69.2415634
Tashkent,Mirzo Ulug‘bek, Феруза-1,4,80.0,5,5,oxirgi qavat,587,47000,41.3550649,69.3585936
Tashkent,Mirzo Ulug‘bek, Ц 1,3,80.0,4,4,oxirgi qavat,1100,88000,41.3104865,69.2922234
Tashkent,Mirzo Ulug‘bek, Феруза-1,1,36.0,4,4,oxirgi qavat,583,21000,41.3550649,69.3585936
Tashkent,Uchtepa, Чиланзар 21-й квартал,1,40.0,2,4,o'rta qavat,662,26500,41.2924208,69.1737654
Tashkent,Yunusobod, Юнусабад 11-й квартал,2,52.0,3,4,o'rta qavat,1442,75000,41.3700057,69.2892434
Tashkent,Mirobod, 1-й проезд Катта Миробод,2,65.0,5,9,o'rta qavat,1092,71000,41.2907835,69.2361597
Tashkent,Chilonzor, Чиланзар 18-й квартал,2,48.0,3,4,o'rta qavat,645,31000,41.2729489,69.1916465
Tashkent,Yunusobod, Юнусабад 15-й квартал,2,85.0,5,9,o'rta qavat,1235,105000,41.3776023,69.3041431
Tashkent,Yashnobod, Янгинур,2,59.0,3,6,o'rta qavat,430,25408,41.3057763,69.309823
Tashkent,Chilonzor, Чиланзар 3-й квартал,1,32.0,3,4,o'rta qavat,937,30000,41.2855934,69.223683
Tashkent,Mirobod, Янгизамон,3,65.0,2,2,oxirgi qavat,500,32500,41.2759614,69.2953473
Tashkent,Yunusobod, Юнусабад 11-й квартал,2,65.0,3,4,o'rta qavat,1169,76000,41.3700057,69.2892434
Tashkent,Uchtepa, Чиланзар 14-й квартал,2,50.0,1,4,1-qavat,800,40000,41.2962523,69.1909015
Tashkent,Olmazor, Каракамыш квартал 2/5,4,130.0,4,4,oxirgi qavat,615,80000,41.2807837,69.223683
Tashkent,Olmazor, Чимбой,3,96.0,4,5,o'rta qavat,1510,145000,41.3645355,69.2281531
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,3,88.0,2,4,o'rta qavat,1500,132000,41.3104865,69.2922234
Tashkent,Chilonzor, Чиланзар 10-й квартал,2,84.0,3,7,o'rta qavat,821,69000,41.2829494,69.1968618
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,3,85.0,4,4,oxirgi qavat,988,84000,41.3104865,69.2922234
Tashkent,Yunusobod, Юнусабад 11-й квартал,2,60.0,6,9,o'rta qavat,916,55000,41.3700057,69.2892434
Tashkent,Chilonzor, Шарк,3,77.0,1,4,1-qavat,623,48000,41.300608,69.227256
Tashkent,Chilonzor, Чиланзар 8-й квартал,3,60.0,4,4,oxirgi qavat,958,57500,41.2894422,69.2058023
Tashkent,Chilonzor, Чиланзар квартал И,4,135.0,4,4,oxirgi qavat,703,95000,41.259418,69.1804708
Tashkent,Uchtepa, Чиланзар 25-й квартал,4,97.0,1,9,1-qavat,845,82000,41.2797359,69.1670599
Tashkent,Yakkasaroy, Мухандислар,2,82.0,6,9,o'rta qavat,600,49200,41.2773019,69.2473656
Tashkent,Uchtepa, Чиланзар 23-й квартал,1,40.0,1,4,1-qavat,637,25500,41.2867929,69.1789807
Tashkent,Mirobod, проспект Амира Темура,4,130.0,3,9,o'rta qavat,807,105000,41.3028425,69.2792998
Tashkent,Yakkasaroy, Кушбеги,2,64.0,1,5,1-qavat,656,42000,41.2673079,69.2415634
Tashkent,Uchtepa, Чиланзар 24-й квартал,3,72.0,4,9,o'rta qavat,604,43500,41.2814223,69.1760005
Tashkent,Mirzo Ulug‘bek, Ул Магрур,1,26.0,1,3,1-qavat,653,17000,41.341463,69.329571
Tashkent,Mirzo Ulug‘bek, Паркентская (Генерала Петрова) ,3,100.0,5,7,o'rta qavat,700,70000,41.31512,69.3234929
Tashkent,Yashnobod, Ц-1 Кафе Бон,3,72.0,4,4,oxirgi qavat,1111,80000,41.3053155,69.2731845
Tashkent,Mirobod, Миробад базар,2,62.0,9,9,oxirgi qavat,741,46000,41.273215,69.3099734
Tashkent,Mirobod, Ул Нукус посольство России,3,75.0,3,4,o'rta qavat,1000,75000,41.2854294,69.2704923
Tashkent,Mirzo Ulug‘bek, Остановка Художников,1,35.0,4,4,oxirgi qavat,828,29000,41.3261864,69.327542
Tashkent,Mirzo Ulug‘bek, Буз-2 (Буз) ,1,41.0,1,5,1-qavat,682,28000,41.319567,69.3246635
Tashkent,Yakkasaroy, Кушбеги,1,39.0,1,5,1-qavat,684,26700,41.2673079,69.2415634
Tashkent,Yunusobod, Юнусабад 16-й квартал,4,94.0,1,9,1-qavat,702,66000,41.3825869,69.3019081
Tashkent,Olmazor, Олимпия,3,70.0,4,4,oxirgi qavat,535,37500,41.3621443,69.1931366
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,3,80.0,3,4,o'rta qavat,1437,115000,41.3104865,69.2922234
Tashkent,Chilonzor, Чиланзар 8-й квартал,2,50.0,2,4,o'rta qavat,920,46000,41.2894422,69.2058023
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,4,90.0,2,4,o'rta qavat,1366,123000,41.3104865,69.2922234
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,2,42.0,2,4,o'rta qavat,1928,81000,41.3104865,69.2922234
Tashkent,Mirzo Ulug‘bek, Паркент,3,90.0,4,7,o'rta qavat,616,55500,41.3133669,69.3235746
Tashkent,Mirobod, Мирабад,4,121.0,2,8,o'rta qavat,1157,140000,41.2758912,69.2937133
Tashkent,Uchtepa, Чиланзар 15-й квартал,4,80.0,3,5,o'rta qavat,650,52000,41.2953086,69.182706
Tashkent,Chilonzor, Чиланзар 3-й квартал,1,30.0,1,3,1-qavat,833,25000,41.2855934,69.223683
Tashkent,Mirzo Ulug‘bek, Садыка Азимова (Жуковского) ,3,70.0,3,4,o'rta qavat,1428,100000,41.3019672,69.283656
Tashkent,Mirzo Ulug‘bek, ц-1 Буюк ипак йули (Ц-1) ,3,105.0,5,5,oxirgi qavat,952,100000,41.3104865,69.2922234
Tashkent,Mirzo Ulug‘bek, Элобод,3,72.0,4,5,o'rta qavat,930,67000,41.3239567,69.2232092
Tashkent,Yunusobod, Минор,3,70.0,1,4,1-qavat,1035,72500,41.3298867,69.2803036
Tashkent,Yakkasaroy, Глинка,3,105.0,7,10,o'rta qavat,1285,135000,41.2854202,69.2631768
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,2,55.0,4,4,oxirgi qavat,1090,60000,41.3104865,69.2922234
Tashkent,Chilonzor, Сугалли-ота,3,72.0,2,4,o'rta qavat,750,54000,41.2601131,69.1781265
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,1,40.0,3,4,o'rta qavat,1500,60000,41.3104865,69.2922234
Tashkent,Chilonzor, Парк культуры и отдыха имени Гафура Гуляма,4,132.0,3,8,o'rta qavat,669,88308,41.2813259,69.2169777
Tashkent,Shayxontohur, Дружба Народов,3,68.41,4,9,o'rta qavat,877,60000,41.3114122,69.2419499
Tashkent,Chilonzor, Парк культуры и отдыха имени Гафура Гуляма,3,97.0,4,8,o'rta qavat,665,64505,41.2813259,69.2169777
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,2,59.0,2,4,o'rta qavat,974,57500,41.3104865,69.2922234
Tashkent,Chilonzor, Чиланзар квартал Ц,3,97.0,3,8,o'rta qavat,665,64505,41.2798237,69.2058023
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,2,62.0,9,9,oxirgi qavat,911,56500,41.3104865,69.2922234
Tashkent,Chilonzor, Чиланзар квартал Ц,3,97.0,7,8,o'rta qavat,701,67997,41.2798237,69.2058023
Tashkent,Yakkasaroy, Бабура,2,46.0,3,5,o'rta qavat,1010,46500,41.2818558,69.2552666
Tashkent,Yashnobod, Тузель 1-й квартал,1,45.0,2,5,o'rta qavat,577,26000,41.2987036,69.3577802
Tashkent,Yakkasaroy, Башлык,1,39.0,5,5,oxirgi qavat,684,26700,41.2697288,69.2512486
Tashkent,Shayxontohur, Бельтепа,4,125.0,1,5,1-qavat,944,118000,41.3451812,69.1700401
Tashkent,Mirobod, 1-й проезд Муниса,2,43.0,4,4,oxirgi qavat,483,20800,41.2447097,69.3139918
Tashkent,Yashnobod, Махтумкули,3,72.0,8,9,o'rta qavat,888,64000,41.3090182,69.2870704
Tashkent,Shayxontohur, тупик Туркипак,2,75.0,4,7,o'rta qavat,626,47000,41.3275402,69.2102725
Tashkent,Chilonzor, Чиланзар-Ц,3,97.0,7,8,o'rta qavat,701,67997,41.2798237,69.2058023
Tashkent,Yunusobod, Кашгар,1,42.0,3,4,o'rta qavat,1154,48500,41.3197131,69.2773236
Tashkent,Yakkasaroy, Башлык,5,116.0,3,9,o'rta qavat,758,88000,41.2697288,69.2512486
Tashkent,Chilonzor, Чиланзар квартал Ц,3,97.0,2,8,o'rta qavat,685,66445,41.2798237,69.2058023
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,2,43.0,5,5,oxirgi qavat,1139,49000,41.3104865,69.2922234
Tashkent,Chilonzor, Чиланзар-Ц,4,132.0,1,8,1-qavat,728,96096,41.2798237,69.2058023
Tashkent,Chilonzor, Чиланзар квартал Ц,3,97.0,1,8,1-qavat,752,72944,41.2798237,69.2058023
Tashkent,Mirobod, Ойбек,3,110.0,5,9,o'rta qavat,954,105000,41.2983828,69.2730715
Tashkent,Sergeli, Sergeli 5,4,96.0,8,9,o'rta qavat,479,46000,41.2250464,69.2087824
Tashkent,Chilonzor, Чиланзар-Ц,3,97.0,1,8,1-qavat,750,72750,41.2798237,69.2058023
Tashkent,Chilonzor, Чиланзар-Ц,3,97.0,8,8,oxirgi qavat,617,59849,41.2798237,69.2058023
Tashkent,Uchtepa, Чиланзар 12-й квартал,2,57.0,1,4,1-qavat,701,40000,41.281265,69.1879213
Tashkent,Mirzo Ulug‘bek, 1-й проезд Оккургон,3,126.0,5,6,o'rta qavat,1126,141922,41.3279327,69.301793
Tashkent,Yunusobod, Бодомзор йули (Тимирязева) ,2,55.0,5,5,oxirgi qavat,536,29500,41.337706,69.284744
Tashkent,Mirzo Ulug‘bek, Буюк Ипак йули (Луначарское) ,2,57.0,5,5,oxirgi qavat,789,45000,41.314662,69.293391
Tashkent,Chilonzor, Чиланзар квартал Ц,3,97.0,5,8,o'rta qavat,636,61692,41.2798237,69.2058023
Tashkent,Yunusobod, Кашгар,3,68.0,3,4,o'rta qavat,926,63000,41.3197131,69.2773236
Tashkent,Chilonzor, Чиланзар 2-й квартал,1,24.0,3,3,oxirgi qavat,833,20000,41.2807837,69.223683
Tashkent,Mirzo Ulug‘bek, Буюк Ипак Йули,3,80.0,2,4,o'rta qavat,1150,92000,41.3104865,69.2922234
Tashkent,Yunusobod, Минор,3,100.0,2,4,o'rta qavat,880,88000,41.3298867,69.2803036
Tashkent,Yunusobod, Кашгар,4,82.0,1,2,1-qavat,1268,104000,41.3197131,69.2773236
Tashkent,Mirobod, Шахрисабз,2,65.0,2,4,o'rta qavat,1307,85000,41.3029081,69.279218
Tashkent,Yunusobod, Кашгар,4,88.0,4,4,oxirgi qavat,886,78000,41.3197131,69.2773236
Tashkent,Yunusobod, Богибустон,4,90.0,4,5,o'rta qavat,1666,150000,41.270004,69.228478
Tashkent,Sergeli, Курувчи,3,105.6,9,9,oxirgi qavat,430,45474,41.218274,69.2624237
Tashkent,Yakkasaroy, Аския,3,70.0,3,3,oxirgi qavat,785,55000,41.2894034,69.2494613
Tashkent,Yakkasaroy, Ул Нукуская,1,43.0,5,16,o'rta qavat,895,38500,41.2845992,69.266246
Tashkent,Yakkasaroy, Кушбеги,5,115.0,4,5,o'rta qavat,613,70500,41.2673079,69.2415634
Tashkent,Yashnobod, С.АЗИМОВА( Японское посольство ),3,80.0,2,4,o'rta qavat,925,74000,41.3057745,69.2915505
Tashkent,Chilonzor, Чиланзар 3,2,42.0,2,4,o'rta qavat,773,32500,41.2855934,69.223683
Tashkent,Uchtepa, АЛГОРИТМ Чиланзар  31 квартал,2,42.0,1,4,1-qavat,809,34000,41.2978921,69.1804708
Tashkent,Chilonzor, Чиланзар 7-й квартал,2,40.0,3,4,o'rta qavat,962,38500,41.2948119,69.2087824
Tashkent,Mirobod, Айбек,3,83.0,7,9,o'rta qavat,783,65000,41.2983828,69.2730715
Tashkent,Uchtepa, Чиланзар квартал Г9А,3,115.0,6,9,o'rta qavat,695,80000,41.2729489,69.1916465
Tashkent,Yunusobod, Юнусабад 3-й квартал,4,97.0,2,9,o'rta qavat,824,80000,41.363177,69.2944583
Tashkent,Chilonzor, Чилонзор 19квартал,6,120.0,1,4,1-qavat,700,84000,41.2710841,69.1849411
Tashkent,Yashnobod, С.Азимова,3,75.0,5,9,o'rta qavat,1053,79000,41.3052221,69.2898134
Tashkent,Mirzo Ulug‘bek, Карасу 3-й квартал,3,76.0,2,5,o'rta qavat,750,57000,41.3326551,69.3689542
Tashkent,Chilonzor, Чиланзар 7-й квартал,3,54.0,4,4,oxirgi qavat,685,37000,41.2948119,69.2087824
Tashkent,Shayxontohur, Генерал Узаков,3,72.0,8,9,o'rta qavat,590,42500,41.3268984,69.1952565
Tashkent,Olmazor, Каракамыш-1/1,1,40.0,5,5,oxirgi qavat,587,23500,41.3591123,69.2091083
Tashkent,Olmazor, 1-й проезд Алока,2,60.0,1,4,1-qavat,666,40000,41.3645355,69.2281531
Tashkent,Mirzo Ulug‘bek, Паркентский,2,63.0,4,9,o'rta qavat,880,55500,41.3146381,69.3228615
Tashkent,Mirobod, ГОСПИТАЛЬНЫЙ(СРОЧНО!!!))),5,120.0,8,9,o'rta qavat,958,115000,41.2908449,69.2757032
Tashkent,Mirobod, Нукус,4,100.0,2,16,o'rta qavat,980,98000,41.2910722,69.2769129
Tashkent,Sergeli, СЕРГЕЛИ-7,5,120.0,9,9,oxirgi qavat,491,59000,41.2207926,69.2117625
Tashkent,Mirobod, МЕТРО КОСМОНАВТОВ (Голубые Купола ),3,105.0,7,7,oxirgi qavat,904,95000,41.3051824,69.2638823
Tashkent,Mirobod," МЕТРО КОСМОНАВТОВ ( МВД ""КОРЗИНКА"" )",3,94.0,2,7,o'rta qavat,1021,96000,41.3011918,69.2636285
Tashkent,Mirzo Ulug‘bek, ДАРХАН,3,75.0,4,9,o'rta qavat,880,66000,41.3200874,69.3013967
Tashkent,Yakkasaroy," БАБУРА (парк Бабура, новостройка)",2,83.0,5,7,o'rta qavat,927,77000,41.2892951,69.2582738
Tashkent,Mirobod, ЦУМ (Ц-7) ,3,75.0,6,9,o'rta qavat,1373,103000,41.3086111,69.2691667
Tashkent,Yakkasaroy, БАШЛЫК,4,105.0,1,9,1-qavat,638,67000,41.2697288,69.2512486
Tashkent,Mirobod,,2,40.0,1,1,1-qavat,587,23500,41.2758912,69.2937133
Tashkent,Mirzo Ulug‘bek, ц-2 Олой (Ц-2) ,2,60.0,2,4,o'rta qavat,1300,78000,41.3171406,69.2892434
Tashkent,Mirobod, ГОСПИТАЛЬНЫЙ,1,38.0,2,9,o'rta qavat,1000,38000,41.295316,69.275364
Tashkent,Yunusobod, Проспект АМИРА ТИМУРА,3,105.0,3,4,o'rta qavat,657,69000,41.3454697,69.2865609
Tashkent,Mirobod, ГОСПИТАЛЬНЫЙ,2,90.0,9,12,o'rta qavat,722,65000,41.295316,69.275364
Tashkent,Mirobod, ОЙБЕК(метро),3,75.0,9,9,oxirgi qavat,746,56000,41.2983828,69.2730715
Tashkent,Mirobod, ЦУМ (Ц-7) ,3,125.0,4,9,o'rta qavat,1040,130000,41.3086111,69.2691667
Tashkent,Mirobod, ЦУМ (Ц-7) ,2,75.0,3,9,o'rta qavat,1213,91000,41.3086111,69.2691667
Tashkent,Mirobod, СЕВЕРНЫЙ ВОКЗАЛ ( ШОХ.МЕД.ЦЕНТР),2,80.0,1,9,1-qavat,1100,88000,41.2920483,69.2795931
Tashkent,Mirobod, Метро ОЙБЕК,3,75.0,9,9,oxirgi qavat,1066,80000,41.2983828,69.2730715
Tashkent,Yakkasaroy, НУКУССКАЯ(1нотариус),3,80.0,11,16,o'rta qavat,600,48000,41.2823082,69.2567896
Tashkent,Mirobod, Тараса Шевченко,2,53.0,3,4,o'rta qavat,1018,54000,41.2991561,69.2785087
Tashkent,Mirobod, ГОСПИТАЛЬНЫЙ,5,120.0,13,16,o'rta qavat,958,115000,41.295316,69.275364
Tashkent,Yakkasaroy, пр-т Бабура,2,70.0,1,9,1-qavat,800,56000,41.2892951,69.2582738
Tashkent,Yunusobod, Кашгар,4,86.0,4,4,oxirgi qavat,732,63000,41.3197131,69.2773236
Tashkent,Yashnobod, Тузель 3-й квартал,3,93.0,2,13,o'rta qavat,363,33776,41.294821,69.3659745
Tashkent,Yunusobod, Кашгар,4,110.0,3,9,o'rta qavat,800,88000,41.3197131,69.2773236
Tashkent,Yunusobod, Кашгар,1,65.0,2,4,o'rta qavat,1161,75500,41.3197131,69.2773236
Tashkent,Yunusobod, Кашгар,2,51.0,3,4,o'rta qavat,980,50000,41.3197131,69.2773236
Tashkent,Yunusobod, Кашгар,2,60.0,2,9,o'rta qavat,741,44500,41.3197131,69.2773236
Tashkent,Chilonzor, Чиланзар 19-й квартал,3,95.0,7,7,oxirgi qavat,430,40858,41.2710841,69.1849411
Tashkent,Mirzo Ulug‘bek, Карасу 6-й квартал,3,80.0,5,5,oxirgi qavat,450,36000,41.3292204,69.3473509
Tashkent,Chilonzor, 20А,3,68.0,3,5,o'rta qavat,617,42000,41.259418,69.1804708
